"Kod";"Nazwa";"Okresy";"Płeć";"Grupy wieku";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";54,9;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";55,6;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";56,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";56,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";56,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";55,6;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";58,0;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";58,4;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";58,5;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";58,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";32,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";34,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";34,4;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";34,9;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";34,8;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";30,7;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";31,0;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";31,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2023";31,8;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2024";30,4;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2015";85,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2016";85,6;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2017";85,0;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2018";84,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2019";85,1;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2020";83,8;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";87,0;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";87,0;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";88,1;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";88,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";86,1;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";86,2;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";86,6;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";87,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";86,9;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";86,4;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";89,5;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";89,8;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";89,3;"%";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";89,7;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";62,6;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";63,5;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";64,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";64,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";64,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";64,3;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";66,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";66,1;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";66,1;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";65,5;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";37,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";39,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";39,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";38,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";38,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";34,6;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";35,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";35,0;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";35,5;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";32,5;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";91,1;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";92,1;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";92,6;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";91,9;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";92,7;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";92,7;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";93,7;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";92,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";93,6;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";94,6;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";91,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";92,0;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";92,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";93,0;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";93,1;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";92,9;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";94,5;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";94,4;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";94,2;"%";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";94,2;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";47,7;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";48,2;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";48,7;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";48,8;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";48,8;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";47,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";50,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";51,2;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";51,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";51,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";26,7;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";28,9;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";29,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";31,2;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";31,0;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";26,6;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";26,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";27,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";27,8;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";28,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";79,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";78,6;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";77,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";76,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";77,1;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";74,5;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";79,9;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";81,4;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";82,4;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";81,6;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";80,9;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";80,3;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";80,9;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";81,4;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";80,6;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";79,6;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";84,3;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";85,0;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";84,3;"%";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";85,0;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";55,5;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";55,7;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";56,3;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";56,5;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";56,8;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";56,6;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";58,6;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";58,3;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";58,5;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";58,6;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";33,0;"%";"";
0000000;"POLSKA";"3 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";34,5;"%";"";
