"Kod";"Nazwa";"Okresy";"Płeć";"Grupy wieku";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";2813;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";2797;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";2770;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";7656;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";7631;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";7659;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";7594;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";7729;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";7758;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";7924;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";8056;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";8144;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";8167;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";552;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";578;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";557;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";541;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";539;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";565;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";448;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";447;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";469;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";504;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";2147;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";2102;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";2040;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";1967;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";1917;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";1878;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";1852;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";1838;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";1848;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";1779;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";2109;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";2119;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";2159;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";2198;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";2319;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";2329;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";2417;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";2445;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";2427;"tys. osób";"";
0000000;"POLSKA";"1 kwartał";"kobiety";"35-44";"wartość liczbowa";"2024";2441;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2015";16892;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2016";16961;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2017";17116;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2018";16992;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2019";17336;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2020";17099;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2021";17728;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2022";17741;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2023";17746;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"ogółem";"wartość liczbowa";"2024";17678;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2015";1349;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2016";1386;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2017";1332;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2018";1286;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2019";1265;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2020";1112;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2021";1101;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2022";1094;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2023";1116;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"15-24";"wartość liczbowa";"2024";1076;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2015";4705;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2016";4684;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2017";4583;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2018";4372;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2019";4306;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2020";4201;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2021";4208;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2022";4073;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2023";3993;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"25-34";"wartość liczbowa";"2024";3861;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2015";4633;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2016";4639;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2017";4720;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2018";4846;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2019";5109;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2020";5081;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2021";5267;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2022";5249;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2023";5175;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"ogółem";"35-44";"wartość liczbowa";"2024";5137;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2015";9256;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2016";9302;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2017";9391;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2018";9304;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2019";9521;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2020";9486;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2021";9699;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2022";9639;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2023";9615;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"ogółem";"wartość liczbowa";"2024";9539;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2015";807;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2016";817;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2017";783;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2018";725;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2019";715;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2020";641;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2021";640;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2022";629;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2023";638;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"15-24";"wartość liczbowa";"2024";589;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2015";2572;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2016";2580;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2017";2554;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2018";2440;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2019";2401;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2020";2378;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2021";2319;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2022";2211;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2023";2166;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"25-34";"wartość liczbowa";"2024";2115;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2015";2483;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2016";2501;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2017";2539;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2018";2609;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2019";2775;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2020";2772;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2021";2823;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2022";2801;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2023";2770;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"mężczyźni";"35-44";"wartość liczbowa";"2024";2740;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2015";7636;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2016";7659;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2017";7724;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2018";7688;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2019";7815;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2020";7613;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2021";8030;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2022";8102;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2023";8131;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"ogółem";"wartość liczbowa";"2024";8139;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2015";542;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2016";569;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2017";549;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2018";560;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2019";550;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2020";470;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2021";460;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2022";464;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2023";477;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"15-24";"wartość liczbowa";"2024";486;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2015";2133;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2016";2103;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2017";2029;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2018";1932;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2019";1905;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2020";1823;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2021";1888;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2022";1862;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2023";1827;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"25-34";"wartość liczbowa";"2024";1746;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2015";2151;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2016";2137;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2017";2181;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2018";2237;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2019";2334;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2020";2309;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2021";2444;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2022";2448;"tys. osób";"";
0000000;"POLSKA";"2 kwartał";"kobiety";"35-44";"wartość liczbowa";"2023";2406;"tys. osób";"";
